MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice,HasFence,GrLivArea_winsor,avg_price_at_neighborhood,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_PreCast,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NoGarage,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD ,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial
0.0,0.410958904109589,0.14241978078478112,1.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.6376811594202909,0.1666666666666643,0.3333333333333333,0.5,0.33333333333333337,0.5,0.25,0.16666666666666666,0.27928321678321677,1.0,0.0,0.18878424657534246,0.3368683718028696,0.25,1.0,0.8,0.3792312105565117,0.0,0.0,0.31916948334138096,0.3333333333333333,0.0,0.25,0.0,0.375,0.3333333333333333,0.5,0.41666666666666663,1.0,1.0,0.8880833710919801,0.0,0.4,0.3548387096774194,0.6000000000000001,0.6000000000000001,0.5,0.14747191011235955,0.08355795148247978,0.0,0.0,0.0,1.0,0.0,0.36363636363636365,1.0,0.2761649306006056,0.0,0.49594510293200256,0.21593775350375843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.20205479452054792,0.048246044544158546,1.0,1.0,0.0,0.0,0.4444444444444445,0.625,0.6449275362318847,0.18333333333333002,0.3333333333333333,0.5,0.33333333333333337,0.5,0.75,0.8333333333333333,0.20454545454545456,0.5,0.09436435124508519,0.11558219178082191,0.27510917030567683,0.5,1.0,0.8,0.16121629374641422,0.0,0.0,0.13568324480927088,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,0.5,0.24999999999999997,1.0,0.0,0.8885364748527413,1.0,0.2,0.49059139784946243,0.6000000000000001,0.6000000000000001,1.0,0.09831460674157302,0.0,0.0,0.0,0.20833333333333331,0.5,0.0,0.4545454545454545,1.0,0.12593501053658032,1.0,0.02183406113537112,0.21593775350375843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2054794520547945,0.060609035032368135,1.0,0.0,0.0,0.0,0.5555555555555556,0.625,0.6231884057971016,0.13333333333333286,0.3333333333333333,0.5,0.33333333333333337,0.5,0.75,0.0,0.4034090909090909,1.0,0.0,0.1738013698630137,0.4145352464129757,0.5,1.0,0.8,0.28542742398164084,0.0,0.0,0.24022211492032833,0.0,0.0,0.25,0.5,0.375,0.3333333333333333,0.75,0.33333333333333337,1.0,0.0,0.8871771635704576,1.0,0.2,0.20967741935483872,0.6000000000000001,0.6000000000000001,1.0,0.2759831460674157,0.04851752021563342,0.0,0.0,0.0,1.0,0.8064516129032259,0.4545454545454545,1.0,0.21743868912103206,0.0,0.2919525888958203,0.21593775350375843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2465753424657534,0.04608661104489471,1.0,1.0,0.0,0.0,0.6666666666666665,0.5,0.695652173913043,0.29999999999999716,0.6666666666666666,0.5,0.6666666666666666,0.5,0.75,0.0,0.46547202797202797,1.0,0.0,0.4473458904109589,0.6581409856519027,1.0,1.0,0.8,0.5094664371772805,0.0,0.0,0.4287783679381941,0.3333333333333333,0.0,0.5,0.5,0.375,0.3333333333333333,1.0,0.5,1.0,1.0,0.8917082011780698,0.0,0.4,0.35080645161290325,0.6000000000000001,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2727272727272727,1.0,0.3157710004356668,0.0,0.7791640673736744,0.21593775350375843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2352941176470588,0.1815068493150685,0.05856645399518568,1.0,0.0,0.0,0.0,0.4444444444444445,0.5,0.9057971014492754,0.7999999999999972,0.3333333333333333,0.5,0.33333333333333337,0.5,0.75,0.3333333333333333,0.34571678321678323,1.0,0.0,0.0586472602739726,0.2894572676232065,0.75,1.0,0.8,0.17039586919104988,0.3394673123486683,0.0,0.31265089328826656,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.5,0.33333333333333337,1.0,1.0,0.9048482102401451,0.0,0.4,0.32392473118279574,0.6000000000000001,0.6000000000000001,1.0,0.14887640449438203,0.04582210242587601,0.0,0.0,0.0,0.5,0.0,0.1818181818181818,1.0,0.2418851942950871,1.0,0.47910168434185896,0.41528160017365134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2352941176470588,0.19520547945205474,0.04056182663768725,1.0,0.0,0.0,0.0,0.5555555555555556,0.625,0.9130434782608692,0.7999999999999972,0.3333333333333333,0.5,0.33333333333333337,0.5,0.75,0.3333333333333333,0.2631118881118881,1.0,0.0,0.1386986301369863,0.288833437305053,1.0,1.0,0.8,0.16982214572576015,0.32832929782082326,0.0,0.30661516175760506,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.75,0.41666666666666663,1.0,1.0,0.9053013140009062,0.0,0.4,0.3158602150537635,0.6000000000000001,0.6000000000000001,1.0,0.25280898876404495,0.04851752021563342,0.0,0.0,0.0,1.0,0.0,0.4545454545454545,1.0,0.24953326295289202,0.0,0.46350592638802235,0.41528160017365134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.588235294117647,0.06849315068493152,0.016920236509383253,1.0,1.0,0.0,0.0,0.7777777777777777,0.5,0.9347826086956523,0.8500000000000014,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.2692307692307692,1.0,0.0,0.3090753424657534,0.41734248284466624,1.0,1.0,0.8,0.28800917957544464,0.0,0.0,0.2423949782713665,0.3333333333333333,0.0,0.5,0.0,0.25,0.3333333333333333,0.75,0.33333333333333337,1.0,0.0,0.9066606252831899,0.0,0.4,0.39112903225806456,0.6000000000000001,0.6000000000000001,1.0,0.0,0.0,0.16798418972332016,0.0,0.0,1.0,0.0,0.2727272727272727,1.0,0.2741163407815507,0.0,0.29756706175920145,0.9745358927230353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.588235294117647,0.07534246575342464,0.01731753488045993,1.0,0.0,0.0,0.0,0.7777777777777777,0.5,0.8695652173913047,0.7000000000000028,0.6666666666666666,0.5,0.6666666666666666,0.5,0.75,0.0,0.11494755244755245,1.0,0.0,0.43535958904109584,0.39925140361821587,1.0,1.0,0.8,0.27137119908204244,0.0,0.0,0.22839208112023177,0.0,0.0,0.5,0.0,0.25,0.3333333333333333,0.75,0.24999999999999997,1.0,0.0,0.902582691436339,0.6666666666666666,0.4,0.34005376344086025,0.6000000000000001,0.6000000000000001,1.0,0.0,0.11051212938005392,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.24407035676874567,0.0,0.2613849033063007,0.9745358927230353,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.588235294117647,0.06164383561643834,0.019112388698029868,1.0,0.0,0.0,0.0,0.7777777777777777,0.5,0.8913043478260878,0.7666666666666657,0.6666666666666666,0.5,0.6666666666666666,0.5,0.75,0.3333333333333333,0.5157342657342657,1.0,0.0,0.1776541095890411,0.49750467872738613,1.0,1.0,0.8,0.3677567412507171,0.0,0.0,0.3095123128923225,0.3333333333333333,0.0,0.5,0.0,0.25,0.3333333333333333,0.75,0.24999999999999997,1.0,1.0,0.9039420027186226,0.6666666666666666,0.4,0.40860215053763443,0.6000000000000001,0.6000000000000001,1.0,0.16643258426966293,0.20485175202156336,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,1.0,0.30552805134039235,0.0,0.47099189020586407,0.9745358927230353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2352941176470588,0.13356164383561642,0.02897941059618126,1.0,1.0,0.0,0.0,0.6666666666666665,0.5,0.9202898550724647,0.8166666666666629,0.3333333333333333,0.5,0.33333333333333337,0.5,0.75,1.0,0.0,1.0,0.0,0.42551369863013694,0.31004366812227074,0.75,1.0,0.8,0.1990820424555364,0.3757869249394673,0.0,0.3549010140028971,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.75,0.41666666666666663,1.0,1.0,0.9057544177616674,0.0,0.4,0.2970430107526882,0.6000000000000001,0.6000000000000001,1.0,0.09831460674157302,0.08086253369272238,0.0,0.0,0.0,1.0,0.0,0.4545454545454545,1.0,0.24065604040365418,0.0,0.5882719900187148,0.41528160017365134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
